timestamp_iso,kind,sf,seq,rx_rssi,rx_snr,tx_rssi,tx_snr,raw
2026-05-26T18:15:42.905797Z,hit,7,12,-88,3,-88,13,sf=7 seq=12 rx_rssi=-88 rx_snr=3 tx_rssi=-88 tx_snr=13
2026-05-26T18:15:43.053190Z,hit,7,13,-90,1,-90,12,sf=7 seq=13 rx_rssi=-90 rx_snr=1 tx_rssi=-90 tx_snr=12
2026-05-26T18:15:43.200888Z,hit,7,14,-91,-3,-93,11,sf=7 seq=14 rx_rssi=-91 rx_snr=-3 tx_rssi=-93 tx_snr=11
2026-05-26T18:15:43.348205Z,hit,7,15,-91,-1,-95,11,sf=7 seq=15 rx_rssi=-91 rx_snr=-1 tx_rssi=-95 tx_snr=11
2026-05-26T18:15:43.495453Z,hit,7,16,-88,3,-90,12,sf=7 seq=16 rx_rssi=-88 rx_snr=3 tx_rssi=-90 tx_snr=12
2026-05-26T18:15:43.642945Z,hit,7,17,-86,6,-85,13,sf=7 seq=17 rx_rssi=-86 rx_snr=6 tx_rssi=-85 tx_snr=13
2026-05-26T18:15:43.944341Z,miss,7,18,,,,,miss sf=7 seq=18
2026-05-26T18:15:44.249252Z,miss,7,19,,,,,miss sf=7 seq=19
2026-05-26T18:15:44.307859Z,info,,,,,,,=== SF7 summary: hits=18/20 per=10% rx_rssi_avg=-90 rx_snr_avg=0 tx_rssi_avg=-91 tx_snr_avg=11 ===
2026-05-26T18:15:45.165381Z,hit,8,1,-91,-2,-97,9,sf=8 seq=1 rx_rssi=-91 rx_snr=-2 tx_rssi=-97 tx_snr=9
2026-05-26T18:15:45.396671Z,hit,8,2,-90,0,-92,12,sf=8 seq=2 rx_rssi=-90 rx_snr=0 tx_rssi=-92 tx_snr=12
2026-05-26T18:15:45.628147Z,hit,8,3,-91,-2,-91,13,sf=8 seq=3 rx_rssi=-91 rx_snr=-2 tx_rssi=-91 tx_snr=13
2026-05-26T18:15:45.859552Z,hit,8,4,-91,-3,-93,12,sf=8 seq=4 rx_rssi=-91 rx_snr=-3 tx_rssi=-93 tx_snr=12
2026-05-26T18:15:46.090716Z,info,,,,,,,sf=8 seq=5 rx-92 rx_snr=-5 tx_rssi=-98 tx_snr=10
2026-05-26T18:15:46.322217Z,hit,8,6,-89,1,-93,12,sf=8 seq=6 rx_rssi=-89 rx_snr=1 tx_rssi=-93 tx_snr=12
2026-05-26T18:15:46.553397Z,hit,8,7,-88,4,-89,13,sf=8 seq=7 rx_rssi=-88 rx_snr=4 tx_rssi=-89 tx_snr=13
2026-05-26T18:15:46.784725Z,hit,8,8,-86,5,-87,12,sf=8 seq=8 rx_rssi=-86 rx_snr=5 tx_rssi=-87 tx_snr=12
2026-05-26T18:15:47.015995Z,hit,8,9,-89,2,-89,13,sf=8 seq=9 rx_rssi=-89 rx_snr=2 tx_rssi=-89 tx_snr=13
2026-05-26T18:15:47.247419Z,hit,8,10,-92,-7,-96,11,sf=8 seq=10 rx_rssi=-92 rx_snr=-7 tx_rssi=-96 tx_snr=11
2026-05-26T18:15:47.478913Z,hit,8,11,-92,-4,-97,11,sf=8 seq=11 rx_rssi=-92 rx_snr=-4 tx_rssi=-97 tx_snr=11
2026-05-26T18:15:47.710079Z,hit,8,12,-90,0,-95,11,sf=8 seq=12 rx_rssi=-90 rx_snr=0 tx_rssi=-95 tx_snr=11
2026-05-26T18:15:47.941217Z,hit,8,13,-88,4,-89,13,sf=8 seq=13 rx_rssi=-88 rx_snr=4 tx_rssi=-89 tx_snr=13
2026-05-26T18:15:48.172981Z,hit,8,14,-88,3,-87,13,sf=8 seq=14 rx_rssi=-88 rx_snr=3 tx_rssi=-87 tx_snr=13
2026-05-26T18:15:48.404432Z,hit,8,15,-92,-4,-93,12,sf=8 seq=15 rx_rssi=-92 rx_snr=-4 tx_rssi=-93 tx_snr=12
2026-05-26T18:15:48.951851Z,miss,8,16,,,,,miss sf=8 seq=16
2026-05-26T18:15:49.185978Z,hit,8,17,-92,-5,-95,11,sf=8 seq=17 rx_rssi=-92 rx_snr=-5 tx_rssi=-95 tx_snr=11
2026-05-26T18:15:49.733694Z,miss,8,18,,,,,miss sf=8 seq=18
2026-05-26T18:15:50.284269Z,miss,8,19,,,,,miss sf=8 seq=19
2026-05-26T18:15:50.342450Z,info,,,,,,,=== SF8 summary: hits=16/20 per=20% rx_rssi_avg=-90 rx_snr_avg=0 tx_rssi_avg=-92 tx_snr_avg=11 ===
2026-05-26T18:15:51.147518Z,hit,9,0,-92,-2,-88,11,sf=9 seq=0 rx_rssi=-92 rx_snr=-2 tx_rssi=-88 tx_snr=11
2026-05-26T18:15:51.506105Z,hit,9,1,-88,5,-84,11,sf=9 seq=1 rx_rssi=-88 rx_snr=5 tx_rssi=-84 tx_snr=11
2026-05-26T18:15:51.864726Z,hit,9,2,-90,1,-91,11,sf=9 seq=2 rx_rssi=-90 rx_snr=1 tx_rssi=-91 tx_snr=11
2026-05-26T18:15:52.223526Z,hit,9,3,-89,1,-92,10,sf=9 seq=3 rx_rssi=-89 rx_snr=1 tx_rssi=-92 tx_snr=10
2026-05-26T18:15:52.582167Z,hit,9,4,-87,4,-87,11,sf=9 seq=4 rx_rssi=-87 rx_snr=4 tx_rssi=-87 tx_snr=11
2026-05-26T18:15:52.940958Z,hit,9,5,-90,1,-89,11,sf=9 seq=5 rx_rssi=-90 rx_snr=1 tx_rssi=-89 tx_snr=11
2026-05-26T18:15:53.299976Z,hit,9,6,-93,-10,-95,10,sf=9 seq=6 rx_rssi=-93 rx_snr=-10 tx_rssi=-95 tx_snr=10
2026-05-26T18:15:53.658465Z,hit,9,7,-91,-1,-95,10,sf=9 seq=7 rx_rssi=-91 rx_snr=-1 tx_rssi=-95 tx_snr=10
2026-05-26T18:15:54.017077Z,hit,9,8,-90,0,-96,10,sf=9 seq=8 rx_rssi=-90 rx_snr=0 tx_rssi=-96 tx_snr=10
2026-05-26T18:15:54.376170Z,hit,9,9,-92,-4,-84,11,sf=9 seq=9 rx_rssi=-92 rx_snr=-4 tx_rssi=-84 tx_snr=11
2026-05-26T18:15:54.734796Z,hit,9,10,-89,1,-93,10,sf=9 seq=10 rx_rssi=-89 rx_snr=1 tx_rssi=-93 tx_snr=10
2026-05-26T18:15:55.093508Z,hit,9,11,-88,4,-85,11,sf=9 seq=11 rx_rssi=-88 rx_snr=4 tx_rssi=-85 tx_snr=11
2026-05-26T18:15:55.452336Z,hit,9,12,-83,7,-93,10,sf=9 seq=12 rx_rssi=-83 rx_snr=7 tx_rssi=-93 tx_snr=10
2026-05-26T18:15:55.810942Z,hit,9,13,-91,-5,-91,11,sf=9 seq=13 rx_rssi=-91 rx_snr=-5 tx_rssi=-91 tx_snr=11
2026-05-26T18:15:56.169663Z,hit,9,14,-90,0,-91,11,sf=9 seq=14 rx_rssi=-90 rx_snr=0 tx_rssi=-91 tx_snr=11
2026-05-26T18:15:56.528299Z,hit,9,15,-91,-2,-92,10,sf=9 seq=15 rx_rssi=-91 rx_snr=-2 tx_rssi=-92 tx_snr=10
2026-05-26T18:15:56.886989Z,hit,9,16,-90,0,-104,3,sf=9 seq=16 rx_rssi=-90 rx_snr=0 tx_rssi=-104 tx_snr=3
2026-05-26T18:15:57.246013Z,hit,9,17,-90,-1,-100,8,sf=9 seq=17 rx_rssi=-90 rx_snr=-1 tx_rssi=-100 tx_snr=8
2026-05-26T18:15:58.265271Z,miss,9,18,,,,,miss sf=9 seq=18
2026-05-26T18:15:59.287432Z,miss,9,19,,,,,miss sf=9 seq=19
2026-05-26T18:15:59.345582Z,info,,,,,,,=== SF9 summary: hits=18/20 per=10% rx_rssi_avg=-89 rx_snr_avg=0 tx_rssi_avg=-91 tx_snr_avg=10 ===
2026-05-26T18:16:00.446354Z,hit,10,0,-92,-5,-96,8,sf=10 seq=0 rx_rssi=-92 rx_snr=-5 tx_rssi=-96 tx_snr=8
2026-05-26T18:16:01.101048Z,hit,10,1,-90,-1,-85,9,sf=10 seq=1 rx_rssi=-90 rx_snr=-1 tx_rssi=-85 tx_snr=9
2026-05-26T18:16:01.755585Z,hit,10,2,-91,-2,-90,9,sf=10 seq=2 rx_rssi=-91 rx_snr=-2 tx_rssi=-90 tx_snr=9
2026-05-26T18:16:02.410366Z,hit,10,3,-88,1,-107,5,sf=10 seq=3 rx_rssi=-88 rx_snr=1 tx_rssi=-107 tx_snr=5
2026-05-26T18:16:03.064691Z,hit,10,4,-90,0,-91,9,sf=10 seq=4 rx_rssi=-90 rx_snr=0 tx_rssi=-91 tx_snr=9
2026-05-26T18:16:03.719176Z,hit,10,5,-83,5,-90,8,sf=10 seq=5 rx_rssi=-83 rx_snr=5 tx_rssi=-90 tx_snr=8
2026-05-26T18:16:04.373800Z,hit,10,6,-89,1,-86,9,sf=10 seq=6 rx_rssi=-89 rx_snr=1 tx_rssi=-86 tx_snr=9
2026-05-26T18:16:05.028324Z,hit,10,7,-92,-6,-91,9,sf=10 seq=7 rx_rssi=-92 rx_snr=-6 tx_rssi=-91 tx_snr=9
2026-05-26T18:16:05.683083Z,hit,10,8,-90,-2,-86,8,sf=10 seq=8 rx_rssi=-90 rx_snr=-2 tx_rssi=-86 tx_snr=8
2026-05-26T18:16:06.337433Z,hit,10,9,-88,3,-91,8,sf=10 seq=9 rx_rssi=-88 rx_snr=3 tx_rssi=-91 tx_snr=8
2026-05-26T18:16:06.992160Z,hit,10,10,-87,4,-102,7,sf=10 seq=10 rx_rssi=-87 rx_snr=4 tx_rssi=-102 tx_snr=7
2026-05-26T18:16:07.646566Z,hit,10,11,-90,1,-88,9,sf=10 seq=11 rx_rssi=-90 rx_snr=1 tx_rssi=-88 tx_snr=9
2026-05-26T18:16:08.301033Z,hit,10,12,-89,0,-98,8,sf=10 seq=12 rx_rssi=-89 rx_snr=0 tx_rssi=-98 tx_snr=8
2026-05-26T18:16:08.955697Z,hit,10,13,-89,2,-93,8,sf=10 seq=13 rx_rssi=-89 rx_snr=2 tx_rssi=-93 tx_snr=8
2026-05-26T18:16:09.610213Z,hit,10,14,-84,5,-95,8,sf=10 seq=14 rx_rssi=-84 rx_snr=5 tx_rssi=-95 tx_snr=8
2026-05-26T18:16:10.264629Z,hit,10,15,-89,0,-93,8,sf=10 seq=15 rx_rssi=-89 rx_snr=0 tx_rssi=-93 tx_snr=8
2026-05-26T18:16:10.919356Z,hit,10,16,-88,4,-86,8,sf=10 seq=16 rx_rssi=-88 rx_snr=4 tx_rssi=-86 tx_snr=8
2026-05-26T18:16:11.573858Z,hit,10,17,-88,0,-95,8,sf=10 seq=17 rx_rssi=-88 rx_snr=0 tx_rssi=-95 tx_snr=8
2026-05-26T18:16:13.557047Z,miss,10,18,,,,,miss sf=10 seq=18
2026-05-26T18:16:15.542741Z,miss,10,19,,,,,miss sf=10 seq=19
2026-05-26T18:16:15.600889Z,info,,,,,,,=== SF10 summary: hits=18/20 per=10% rx_rssi_avg=-88 rx_snr_avg=0 tx_rssi_avg=-9 tx_snr_avg=8 ===
2026-05-26T18:16:17.294549Z,hit,11,0,-92,-4,-91,7,sf=11 seq=0 rx_rssi=-92 rx_snr=-4 tx_rssi=-91 tx_snr=7
2026-05-26T18:16:18.541996Z,hit,11,1,-93,-10,-101,4,sf=11 seq=1 rx_rssi=-93 rx_snr=-10 tx_rssi=-101 tx_snr=4
2026-05-26T18:16:19.789229Z,hit,11,2,-91,-4,-108,3,sf=11 seq=2 rx_rssi=-91 rx_snr=-4 tx_rssi=-108 tx_snr=3
2026-05-26T18:16:21.036204Z,hit,11,3,-89,0,-98,6,sf=11 seq=3 rx_rssi=-89 rx_snr=0 tx_rssi=-98 tx_snr=6
2026-05-26T18:16:22.283684Z,hit,11,4,-91,-2,-91,7,sf=11 seq=4 rx_rssi=-91 rx_snr=-2 tx_rssi=-91 tx_snr=7
2026-05-26T18:16:23.531111Z,hit,11,5,-93,-11,-102,6,sf=11 seq=5 rx_rssi=-93 rx_snr=-11 tx_rssi=-102 tx_snr=6
2026-05-26T18:16:24.778164Z,hit,11,6,-91,1,-103,6,sf=11 seq=6 rx_rssi=-91 rx_snr=1 tx_rssi=-103 tx_snr=6
2026-05-26T18:16:26.025232Z,hit,11,7,-89,1,-101,2,sf=11 seq=7 rx_rssi=-89 rx_snr=1 tx_rssi=-101 tx_snr=2
2026-05-26T18:16:27.272466Z,hit,11,8,-89,2,-88,7,sf=11 seq=8 rx_rssi=-89 rx_snr=2 tx_rssi=-88 tx_snr=7
2026-05-26T18:16:28.519910Z,hit,11,9,-92,-9,-103,5,sf=11 seq=9 rx_rssi=-92 rx_snr=-9 tx_rssi=-103 tx_snr=5
2026-05-26T18:16:29.767249Z,hit,11,10,-93,-7,-96,7,sf=11 seq=10 rx_rssi=-93 rx_snr=-7 tx_rssi=-96 tx_snr=7
2026-05-26T18:16:31.014498Z,hit,11,11,-92,-7,-105,5,sf=11 seq=11 rx_rssi=-92 rx_snr=-7 tx_rssi=-105 tx_snr=5
2026-05-26T18:16:32.261681Z,hit,11,12,-91,-3,-96,8,sf=11 seq=12 rx_rssi=-91 rx_snr=-3 tx_rssi=-96 tx_snr=8
2026-05-26T18:16:33.509207Z,hit,11,13,-93,-1,-92,8,sf=11 seq=13 rx_rssi=-93 rx_snr=-1 tx_rssi=-92 tx_snr=8
2026-05-26T18:16:34.756346Z,hit,11,14,-92,-1,-93,7,sf=11 seq=14 rx_rssi=-92 rx_snr=-1 tx_rssi=-93 tx_snr=7
2026-05-26T18:16:36.003646Z,hit,11,15,-93,-9,-93,6,sf=11 seq=15 rx_rssi=-93 rx_snr=-9 tx_rssi=-93 tx_snr=6
2026-05-26T18:16:37.250995Z,hit,11,16,-92,-5,-94,7,sf=11 seq=16 rx_rssi=-92 rx_snr=-5 tx_rssi=-94 tx_snr=7
2026-05-26T18:16:38.497947Z,info,,,,,,,sf=11 seq=17 rx_rssi=-91 rx_snr=-1 tx_rss-94 tx_snr=7
2026-05-26T18:16:42.408383Z,miss,11,18,,,,,miss sf=11 seq=18
2026-05-26T18:16:46.321445Z,miss,11,19,,,,,miss sf=11 seq=19
2026-05-26T18:16:46.379768Z,info,,,,,,,=== SF11 summary: hits=18/20 per=10% rx_rssi_avg=-91 rx_snr_avg=-3 tx_rssi_avg=-97 tx_snr_avg=6 ===
2026-05-26T18:16:49.260845Z,hit,12,0,-93,-11,-98,1,sf=12 seq=0 rx_rssi=-93 rx_snr=-11 tx_rssi=-98 tx_snr=1
2026-05-26T18:16:51.695610Z,hit,12,1,-93,-8,-104,3,sf=12 seq=1 rx_rssi=-93 rx_snr=-8 tx_rssi=-104 tx_snr=3
2026-05-26T18:16:54.130248Z,hit,12,2,-93,-6,-94,5,sf=12 seq=2 rx_rssi=-93 rx_snr=-6 tx_rssi=-94 tx_snr=5
2026-05-26T18:16:56.565023Z,hit,12,3,-92,-9,-96,5,sf=12 seq=3 rx_rssi=-92 rx_snr=-9 tx_rssi=-96 tx_snr=5
2026-05-26T18:16:58.999825Z,hit,12,4,-92,-8,-96,5,sf=12 seq=4 rx_rssi=-92 rx_snr=-8 tx_rssi=-96 tx_snr=5
2026-05-26T18:17:01.434750Z,hit,12,5,-93,-13,-94,3,sf=12 seq=5 rx_rssi=-93 rx_snr=-13 tx_rssi=-94 tx_snr=3
2026-05-26T18:17:03.869475Z,hit,12,6,-92,-3,-95,4,sf=12 seq=6 rx_rssi=-92 rx_snr=-3 tx_rssi=-95 tx_snr=4
2026-05-26T18:17:06.304120Z,hit,12,7,-90,-6,-94,6,sf=12 seq=7 rx_rssi=-90 rx_snr=-6 tx_rssi=-94 tx_snr=6
2026-05-26T18:17:08.738846Z,hit,12,8,-90,-1,-96,6,sf=12 seq=8 rx_rssi=-90 rx_snr=-1 tx_rssi=-96 tx_snr=6
2026-05-26T18:17:11.173807Z,hit,12,9,-93,-5,-100,4,sf=12 seq=9 rx_rssi=-93 rx_snr=-5 tx_rssi=-100 tx_snr=4
2026-05-26T18:17:13.608785Z,hit,12,10,-93,-19,-108,2,sf=12 seq=10 rx_rssi=-93 rx_snr=-19 tx_rssi=-108 tx_snr=2
2026-05-26T18:17:16.043532Z,hit,12,11,-93,-14,-92,4,sf=12 seq=11 rx_rssi=-93 rx_snr=-14 tx_rssi=-92 tx_snr=4
2026-05-26T18:17:23.807949Z,miss,12,12,,,,,miss sf=12 seq=12
2026-05-26T18:17:31.575465Z,miss,12,13,,,,,miss sf=12 seq=13
2026-05-26T18:17:39.342773Z,miss,12,14,,,,,miss sf=12 seq=14
2026-05-26T18:17:47.110202Z,miss,12,15,,,,,miss sf=12 seq=15
2026-05-26T18:17:54.877447Z,miss,12,16,,,,,miss sf=12 seq=16
2026-05-26T18:18:02.645109Z,miss,12,17,,,,,miss sf=12 seq=17
2026-05-26T18:18:10.412385Z,miss,12,18,,,,,miss sf=12 seq=18
2026-05-26T18:18:18.179786Z,miss,12,19,,,,,miss sf=12 seq=19
2026-05-26T18:18:18.237725Z,info,,,,,,,=== SF12 summary: hits=12/20 per=40% r-92 rx_snr_avg=-8 tx_rssi_avg=-97 tx_snr_avg=4 ===
2026-05-26T18:18:18.986023Z,miss,7,0,,,,,miss sf=7 seq=0
2026-05-26T18:18:19.290450Z,miss,7,1,,,,,miss sf=7 seq=1
2026-05-26T18:18:19.595041Z,miss,7,2,,,,,miss sf=7 seq=2
2026-05-26T18:18:19.899483Z,miss,7,3,,,,,miss sf=7 seq=3
2026-05-26T18:18:20.203983Z,miss,7,4,,,,,miss sf=7 seq=4
2026-05-26T18:18:20.508676Z,miss,7,5,,,,,miss sf=7 seq=5
2026-05-26T18:18:20.813229Z,miss,7,6,,,,,miss sf=7 seq=6
2026-05-26T18:18:21.117645Z,miss,7,7,,,,,miss sf=7 seq=7
2026-05-26T18:18:21.422282Z,miss,7,8,,,,,miss sf=7 seq=8
2026-05-26T18:18:21.726851Z,miss,7,9,,,,,miss sf=7 seq=9
2026-05-26T18:18:22.031521Z,miss,7,10,,,,,miss sf=7 seq=10
2026-05-26T18:18:22.335983Z,miss,7,11,,,,,miss sf=7 seq=11
2026-05-26T18:18:22.640563Z,miss,7,12,,,,,miss sf=7 seq=12
2026-05-26T18:18:22.945249Z,miss,7,13,,,,,miss sf=7 seq=13
2026-05-26T18:18:23.249777Z,miss,7,14,,,,,miss sf=7 seq=14
2026-05-26T18:18:23.554324Z,miss,7,15,,,,,miss sf=7 seq=15
2026-05-26T18:18:23.858911Z,miss,7,16,,,,,miss sf=7 seq=16
2026-05-26T18:18:24.163474Z,miss,7,17,,,,,miss sf=7 seq=17
2026-05-26T18:18:24.468050Z,miss,7,18,,,,,miss sf=7 seq=18
2026-05-26T18:18:24.772583Z,miss,7,19,,,,,miss sf=7 seq=19
2026-05-26T18:18:24.825572Z,info,,,,,,,=== SF7 summary: hits=0/20 per=100% (no link) ===
2026-05-26T18:18:25.823757Z,miss,8,0,,,,,miss sf=8 seq=0
2026-05-26T18:18:26.374362Z,miss,8,1,,,,,miss sf=8 seq=1
2026-05-26T18:18:26.924869Z,miss,8,2,,,,,miss sf=8 seq=2
2026-05-26T18:18:27.475492Z,miss,8,3,,,,,miss sf=8 seq=3
2026-05-26T18:18:28.025980Z,miss,8,4,,,,,miss sf=8 seq=4
2026-05-26T18:18:28.576579Z,miss,8,5,,,,,miss sf=8 seq=5
2026-05-26T18:18:29.126980Z,miss,8,6,,,,,miss sf=8 seq=6
2026-05-26T18:18:29.677787Z,miss,8,7,,,,,miss sf=8 seq=7
2026-05-26T18:18:30.228254Z,miss,8,8,,,,,miss sf=8 seq=8
2026-05-26T18:18:30.778843Z,miss,8,9,,,,,miss sf=8 seq=9
2026-05-26T18:18:31.329476Z,miss,8,10,,,,,miss sf=8 seq=10
2026-05-26T18:18:31.880021Z,miss,8,11,,,,,miss sf=8 seq=11
2026-05-26T18:18:32.430568Z,miss,8,12,,,,,miss sf=8 seq=12
2026-05-26T18:18:32.981270Z,miss,8,13,,,,,miss sf=8 seq=13
2026-05-26T18:18:33.531830Z,miss,8,14,,,,,miss sf=8 seq=14
2026-05-26T18:18:34.082405Z,miss,8,15,,,,,miss sf=8 seq=15
2026-05-26T18:18:34.633031Z,miss,8,16,,,,,miss sf=8 seq=16
2026-05-26T18:18:35.183443Z,miss,8,17,,,,,miss sf=8 seq=17
2026-05-26T18:18:35.734042Z,miss,8,18,,,,,miss sf=8 seq=18
2026-05-26T18:18:36.284786Z,miss,8,19,,,,,miss sf=8 seq=19
2026-05-26T18:18:36.337932Z,info,,,,,,,=== SF8 summary: hits=0/20 per=100% (no link) ===
2026-05-26T18:18:37.807283Z,miss,9,0,,,,,miss sf=9 seq=0
2026-05-26T18:18:38.829421Z,miss,9,1,,,,,miss sf=9 seq=1
2026-05-26T18:18:39.851639Z,miss,9,2,,,,,miss sf=9 seq=2
2026-05-26T18:18:40.873637Z,miss,9,3,,,,,miss sf=9 seq=3
2026-05-26T18:18:41.895732Z,miss,9,4,,,,,miss sf=9 seq=4
2026-05-26T18:18:42.917991Z,miss,9,5,,,,,miss sf=9 seq=5
2026-05-26T18:18:43.940122Z,miss,9,6,,,,,miss sf=9 seq=6
2026-05-26T18:18:44.962385Z,miss,9,7,,,,,miss sf=9 seq=7
2026-05-26T18:18:45.984399Z,miss,9,8,,,,,miss sf=9 seq=8
2026-05-26T18:18:47.006511Z,miss,9,9,,,,,miss sf=9 seq=9
2026-05-26T18:18:48.028849Z,miss,9,10,,,,,miss sf=9 seq=10
2026-05-26T18:18:49.050970Z,miss,9,11,,,,,miss sf=9 seq=11
2026-05-26T18:18:50.073110Z,miss,9,12,,,,,miss sf=9 seq=12
2026-05-26T18:18:51.095193Z,miss,9,13,,,,,miss sf=9 seq=13
2026-05-26T18:18:52.117334Z,miss,9,14,,,,,miss sf=9 seq=14
2026-05-26T18:18:53.139475Z,miss,9,15,,,,,miss sf=9 seq=15
2026-05-26T18:18:54.161768Z,miss,9,16,,,,,miss sf=9 seq=16
2026-05-26T18:18:55.183832Z,miss,9,17,,,,,miss sf=9 seq=17
2026-05-26T18:18:56.206006Z,miss,9,18,,,,,miss sf=9 seq=18
2026-05-26T18:18:57.228026Z,miss,9,19,,,,,miss sf=9 seq=19
2026-05-26T18:18:57.281130Z,info,,,,,,,=== SF9 summary: hits=0/20 per=100% (no link) ===
2026-05-26T18:18:59.714471Z,miss,10,0,,,,,miss sf=10 seq=0
2026-05-26T18:19:01.700284Z,miss,10,1,,,,,miss sf=10 seq=1
2026-05-26T18:19:03.686039Z,miss,10,2,,,,,miss sf=10 seq=2
2026-05-26T18:19:05.671853Z,miss,10,3,,,,,miss sf=10 seq=3
2026-05-26T18:19:07.657564Z,miss,10,4,,,,,miss sf=10 seq=4
2026-05-26T18:19:09.643299Z,miss,10,5,,,,,miss sf=10 seq=5
2026-05-26T18:19:11.628987Z,miss,10,6,,,,,miss sf=10 seq=6
2026-05-26T18:19:13.614815Z,miss,10,7,,,,,miss sf=10 seq=7
2026-05-26T18:19:15.600415Z,miss,10,8,,,,,miss sf=10 seq=8
2026-05-26T18:19:17.586197Z,miss,10,9,,,,,miss sf=10 seq=9
2026-05-26T18:19:19.572075Z,miss,10,10,,,,,miss sf=10 seq=10
2026-05-26T18:19:21.557552Z,miss,10,11,,,,,miss sf=10 seq=11
2026-05-26T18:19:23.543563Z,miss,10,12,,,,,miss sf=10 seq=12
2026-05-26T18:19:25.529119Z,miss,10,13,,,,,miss sf=10 seq=13
2026-05-26T18:19:27.514969Z,miss,10,14,,,,,miss sf=10 seq=14
2026-05-26T18:19:29.500741Z,miss,10,15,,,,,miss sf=10 seq=15
2026-05-26T18:19:31.486538Z,miss,10,16,,,,,miss sf=10 seq=16
2026-05-26T18:19:33.472199Z,miss,10,17,,,,,miss sf=10 seq=17
2026-05-26T18:19:35.458028Z,miss,10,18,,,,,miss sf=10 seq=18
2026-05-26T18:19:37.443707Z,miss,10,19,,,,,miss sf=10 seq=19
2026-05-26T18:19:37.496950Z,info,,,,,,,=== SF10 summary: hits=0/20 per=100% (no link) ===
2026-05-26T18:19:41.857155Z,miss,11,0,,,,,miss sf=11 seq=0
2026-05-26T18:19:45.770233Z,miss,11,1,,,,,miss sf=11 seq=1
2026-05-26T18:19:49.683235Z,miss,11,2,,,,,miss sf=11 seq=2
2026-05-26T18:19:53.596172Z,miss,11,3,,,,,miss sf=11 seq=3
2026-05-26T18:19:57.508935Z,miss,11,4,,,,,miss sf=11 seq=4
2026-05-26T18:20:01.422014Z,miss,11,5,,,,,miss sf=11 seq=5
2026-05-26T18:20:05.334987Z,miss,11,6,,,,,miss sf=11 seq=6
2026-05-26T18:20:09.248018Z,miss,11,7,,,,,miss sf=11 seq=7
2026-05-26T18:20:13.160863Z,miss,11,8,,,,,miss sf=11 seq=8
2026-05-26T18:20:17.073914Z,miss,11,9,,,,,miss sf=11 seq=9
2026-05-26T18:20:20.986927Z,miss,11,10,,,,,miss sf=11 seq=10
2026-05-26T18:20:24.899846Z,miss,11,11,,,,,miss sf=11 seq=11
2026-05-26T18:20:28.812731Z,miss,11,12,,,,,miss sf=11 seq=12
2026-05-26T18:20:32.725809Z,miss,11,13,,,,,miss sf=11 seq=13
2026-05-26T18:20:36.638798Z,miss,11,14,,,,,miss sf=11 seq=14
2026-05-26T18:20:40.551822Z,miss,11,15,,,,,miss sf=11 seq=15
2026-05-26T18:20:44.464622Z,miss,11,16,,,,,miss sf=11 seq=16
2026-05-26T18:20:45.714957Z,hit,11,17,-93,-6,-96,7,sf=11 seq=17 rx_rssi=-93 rx_snr=-6 tx_rssi=-96 tx_snr=7
2026-05-26T18:20:49.624637Z,info,,,,,,,m11 seq=18
2026-05-26T18:20:53.538237Z,miss,11,19,,,,,miss sf=11 seq=19
2026-05-26T18:20:53.596600Z,info,,,,,,,=== SF11 summary: hits=1/20 per=95% rx_rssi_avg=-93 rx_snr_avg=-6 tx_rssi_avg=-96 tx_snr_avg=7 ===
2026-05-26T18:20:56.477752Z,hit,12,0,-93,-13,-96,6,sf=12 seq=0 rx_rssi=-93 rx_snr=-13 tx_rssi=-96 tx_snr=6
2026-05-26T18:20:58.912374Z,hit,12,1,-93,-17,-108,4,sf=12 seq=1 rx_rssi=-93 rx_snr=-17 tx_rssi=-108 tx_snr=4
2026-05-26T18:21:01.347002Z,hit,12,2,-93,-15,-112,1,sf=12 seq=2 rx_rssi=-93 rx_snr=-15 tx_rssi=-112 tx_snr=1
2026-05-26T18:21:03.743304Z,miss,12,3,,,,,miss sf=12 seq=3
2026-05-26T18:21:06.181016Z,hit,12,4,-93,-16,-104,4,sf=12 seq=4 rx_rssi=-93 rx_snr=-16 tx_rssi=-104 tx_snr=4
2026-05-26T18:21:08.615522Z,hit,12,5,-93,-14,-110,0,sf=12 seq=5 rx_rssi=-93 rx_snr=-14 tx_rssi=-110 tx_snr=0
2026-05-26T18:21:11.050323Z,hit,12,6,-93,-17,-101,4,sf=12 seq=6 rx_rssi=-93 rx_snr=-17 tx_rssi=-101 tx_snr=4
2026-05-26T18:21:13.485105Z,hit,12,7,-93,-15,-110,2,sf=12 seq=7 rx_rssi=-93 rx_snr=-15 tx_rssi=-110 tx_snr=2
2026-05-26T18:21:15.919769Z,hit,12,8,-93,-17,-102,4,sf=12 seq=8 rx_rssi=-93 rx_snr=-17 tx_rssi=-102 tx_snr=4
2026-05-26T18:21:20.738322Z,hit,12,10,-93,-18,-112,2,sf=12 seq=10 rx_rssi=-93 rx_snr=-18 tx_rssi=-112 tx_snr=2
2026-05-26T18:21:23.170110Z,hit,12,11,-93,-18,-108,2,sf=12 seq=11 rx_rssi=-93 rx_snr=-18 tx_rssi=-108 tx_snr=2
2026-05-26T18:21:25.604980Z,hit,12,12,-93,-21,-112,-1,sf=12 seq=12 rx_rssi=-93 rx_snr=-21 tx_rssi=-112 tx_snr=-1
